class,pred,prob_0,prob_1,total_local_score,variable,local_score,sign
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar6,-0.0384291653210738,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar1,-0.0424375445183081,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,intvar4,-0.0785808745509611,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar7,0.0833478602810788,Supports
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar8,-0.0924385636965661,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar5,0.121159314681266,Supports
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar10,-0.123730857380515,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar4,0.126687785471891,Supports
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar9,-0.136338449737326,Contradicts
0,1,0.367128174603175,0.632871825396826,-0.0441477459347901,mainvar3,0.136612748835725,Supports
